age_yr,CO2_ppm
671070.75,194.88
671457.93,196.83
672150.88,194.79
672761.38,197.13
673696.11,201.12
674229.38,204.67
675028.4,211.69
675406.53,216.12
676530.74,222.57
677152.31,219.96
677600.74,216.59
678328.18,218.21
678741.62,220.09
679455.37,229.16
679735.17,232.7
680312.58,233.61
680627.61,233.11
681225.67,225.81
681669.93,227.9
682343.71,221.31
682740.09,219.14
683457.86,220.24
683828.75,222.7
684423.68,225.64
684758.06,224.36
685294.84,221.82
685679.87,220.62
686269.11,220.63
686581.81,222.62
687154.04,222.7
687445.5,222.97
688000.38,226.73
688300.13,227.65
688809.87,227.64
689157.83,230.67
689693.26,232.07
689951.45,232.27
690474.65,235.8
690736.39,236.45
691221.83,239.29
691467.67,238.42
691967.96,239.38
692318.34,243.56
692832.46,239.3
693077.09,238.47
693574.04,243.7
693821.29,237.76
694280.35,239.34
694536.82,240.46
694949.14,239.31
695259.26,239.8
695732.31,236.8
695981.88,238.74
696434.89,238.05
696644.83,238.13
697090.29,239.44
697342.45,238.42
697746.68,239.88
698039,241.03
698505.54,240.9
698753.23,241.83
699215.75,238.86
699439.02,239.01
699864.71,239.73
700103.69,237.21
700485.02,236.72
700814.84,236.61
701268.53,235.42
701524.52,232.46
701993.15,230.88
702200.92,232.16
702734.27,232.18
703009.98,230.59
703468.52,233.35
703796.07,232.28
704250.52,232.83
704581.81,233.54
705053.34,234.04
705243.91,235.09
705726.95,237.18
706053.2,237.66
706492.95,236.05
706710.74,236.05
707310.7,238.85
707643.73,233.51
708199.68,233.58
708413.45,233.11
708959.15,234.84
709453.79,231.43
709909.55,230.51
710456.45,227.03
710983.36,224.9
711399.04,225.39
712021.47,224.12
712243.73,224
713312.5,223.89
714065.58,227.64
714403.8,227.08
715115.73,223.14
715565.38,227.58
716310.16,213.6
716585.91,210.51
717348.27,198.43
717955.48,189.88
718778.35,193.46
719287.18,200.82
720087.29,212.03
720590.76,217.04
721407.52,219.2
721689.86,218.96
722505.81,216.1
722994.59,212.11
723780.23,212.55
724142,214.01
724975.36,210.48
725474.43,211.49
726249.59,211.08
726576.86,211.43
727898.5,210.07
728593.9,210.24
728987.53,211.08
729836.94,210.01
730260.31,212.17
730908.31,210.16
731184.23,210.7
731861,211.62
732321.75,213.73
732993.5,208.11
733329,207.72
734022.23,210.6
734462.62,216.15
735134.57,214.66
735409.91,217.88
736107.31,217.19
736522.22,213.14
737269.82,206.92
737660.12,204.52
738580.99,191.74
739174.56,185.61
740106.45,185.4
740460.92,183.39
741329.9,184.77
741874.13,189.14
742644.75,188.65
743062.17,187.33
743959.08,188.18
744523.14,188.97
745671.05,187.29
746619.93,190.24
747177.04,187.92
747940.2,187.95
748336.88,187.54
749262.93,188.68
749814.18,190.17
750706.44,192.08
751036.25,191.3
751973.87,193.55
752565.88,197.5
753489.07,195.43
753934.65,203.9
755114.58,199.05
755586.83,203.3
756566.17,208.1
756850.68,209.45
757785.45,213.61
758362.42,218.35
759135.69,222.72
759561.88,226.94
759878.21,223.02
760108.27,225.37
760516.06,225.62
760939.94,222.71
761864.49,216.64
762166.04,214.69
763101.8,214
763770.58,219.95
764676.88,223.89
765181.82,222.93
765586.64,233.66
765851.48,229.41
766188.5,232.12
766808.91,230.62
767747.16,224.86
768117.26,223.82
769061.38,221.64
769651.42,225.87
770599.15,230.63
771020.67,229.56
771519.33,236.32
771812.67,234.24
772175.26,239.71
772474.56,243.89
772737.96,246.49
772995.64,243.85
773249.82,246.03
773684.47,237.78
774044.14,239.23
774958.81,238.39
775538.01,241.74
776332.26,245.32
776782.7,248.92
777681.75,247.3
778232.79,252.46
779057.98,254.93
779367.55,254.69
780188.92,254.43
780719.44,252.52
781562.83,257.21
781886.68,251.51
782728.45,257.44
783198.53,255.02
784261.76,260.92
785034.08,255.85
785519.05,259.66
786189.6,262.23
786563.26,264.35
787355.51,269.36
787803.57,266
788479.24,257.2
788691.87,257.02
789494.04,238.64
789953.01,235.49
790639.41,227.38
791056.88,230.55
792030.78,224.69
792617.3,214.45
793519.39,213.36
793852.76,218.39
795122.45,208.79
795687.32,204.62
796852.59,198.79
797378.82,197.91
798681.3,200.49
801236.06,198.68
802872.09,198.66
803709.25,202.65
803925.28,202.92
804009.87,207.5
804522.67,204.86
805132.44,202.23
805668.87,207.29
